student_id,name,age,gender,graduation_year,degree,major,gpa,internship_experience,skills,location,employed_after_grad,time_to_employment,predicted_job_title,actual_job_title,industry,skills_used,company_type,salary_range
BSU06460,Student 6460,25,Female,2023,Bachelor of Industrial Technology,Automotive Technology,1.04,No,"Diagnostics, Engine Repair",Tanauan,No,,Unemployed,,,,,
BSU04063,Student 4063,26,Female,2021,Bachelor of Secondary Education,Mathematics,1.38,No,"Mathematica, Data Analysis",Nasugbu,No,,Unemployed,,,,,
BSU05864,Student 5864,25,Male,2022,Bachelor of Elementary Education,General Education,1.14,No,General Skills,Batangas City,No,,Unemployed,,,,,
BSU04307,Student 4307,21,Male,2023,Bachelor of Secondary Education,English,1.09,Yes,"Editing, Writing",Lipa,Yes,3.0,English Specialist,English Specialist,Agriculture,"Editing, Writing",Non-Profit,15k-20k
BSU04878,Student 4878,25,Male,2024,Bachelor of Public Administration,Public Administration,1.22,No,"Budgeting, Governance",Batangas City,No,,Unemployed,,,,,
BSU07250,Student 7250,25,Male,2020,Bachelor of Science in Nursing,Nursing,1.44,Yes,"First Aid, Vitals Monitoring",Lipa,Yes,1.0,Nursing Specialist,Nursing Specialist,IT,"First Aid, Vitals Monitoring",Private,15k-20k
BSU05274,Student 5274,22,Female,2023,Bachelor of Arts,Filipino,1.83,No,"Teaching, Translation",Tanauan,No,,Unemployed,,,,,
BSU03991,Student 3991,22,Female,2021,Bachelor of Elementary Education,General Education,1.91,No,General Skills,Batangas City,No,,Unemployed,,,,,
BSU01050,Student 1050,25,Female,2022,Bachelor of Science,Biology,1.09,No,"PCR, Lab Techniques",Lemery,No,,Unemployed,,,,,
BSU06176,Student 6176,23,Female,2022,Bachelor of Science in Agriculture,Animal Science,1.75,Yes,"Feeding Management, Animal Care",Lipa,Yes,3.0,Animal Science Specialist,Animal Science Specialist,Manufacturing,"Feeding Management, Animal Care",Private,15k-20k
BSU06927,Student 6927,25,Female,2023,Bachelor of Secondary Education,Mathematics,1.51,No,"Mathematica, Data Analysis",Nasugbu,No,,Unemployed,,,,,
BSU07865,Student 7865,21,Male,2020,Bachelor of Science,Information Technology,1.59,No,"CSS, SQL",Nasugbu,No,,Unemployed,,,,,
BSU02036,Student 2036,26,Female,2023,Bachelor of Elementary Education,General Education,1.98,Yes,General Skills,Nasugbu,No,,Unemployed,,,,,
BSU04040,Student 4040,21,Female,2021,Bachelor of Secondary Education,Social Studies,1.65,No,"Geography, History",Tanauan,No,,Unemployed,,,,,
BSU06876,Student 6876,26,Female,2021,Bachelor of Arts,Communication,1.37,Yes,"Editing, Public Speaking",Lemery,Yes,3.0,Communication Specialist,Communication Specialist,Agriculture,"Editing, Public Speaking",Non-Profit,15k-20k
BSU09355,Student 9355,26,Female,2022,Bachelor of Public Administration,Public Administration,1.47,No,"Governance, Budgeting",Tanauan,No,,Unemployed,,,,,
BSU01973,Student 1973,21,Female,2022,Bachelor of Elementary Education,General Education,1.54,No,General Skills,Batangas City,No,,Unemployed,,,,,
BSU05073,Student 5073,22,Male,2024,Bachelor of Science in Nursing,Nursing,1.74,No,"First Aid, Patient Care",Tanauan,No,,Unemployed,,,,,
BSU02100,Student 2100,21,Female,2023,Bachelor of Industrial Technology,Electronics Technology,1.56,No,"Microcontrollers, Soldering",Lipa,No,,Unemployed,,,,,
BSU01500,Student 1500,22,Female,2024,Bachelor of Science in Criminology,Criminology,1.93,Yes,"Law Enforcement, Crime Scene Investigation",Tanauan,No,,Unemployed,,,,,
BSU09613,Student 9613,25,Female,2021,Bachelor of Science,Biology,1.8,Yes,"PCR, Lab Techniques",Lemery,Yes,2.0,Biology Specialist,Biology Specialist,Media,"PCR, Lab Techniques",Public,15k-20k
BSU00653,Student 653,23,Male,2024,Bachelor of Public Administration,Public Administration,1.18,No,"Governance, Budgeting",Batangas City,No,,Unemployed,,,,,
BSU00171,Student 171,25,Male,2022,Bachelor of Arts,Political Science,1.24,Yes,"Policy Analysis, Research",Lemery,Yes,3.0,Political Science Specialist,Political Science Specialist,Education,"Policy Analysis, Research",Private,21k-30k
BSU04086,Student 4086,23,Male,2020,Bachelor of Elementary Education,General Education,1.08,Yes,General Skills,Tanauan,No,,Unemployed,,,,,
BSU00243,Student 243,22,Female,2023,Bachelor of Science in Criminology,Criminology,1.06,Yes,"Crime Scene Investigation, Law Enforcement",Tanauan,Yes,3.0,Criminology Specialist,Criminology Specialist,Government,"Crime Scene Investigation, Law Enforcement",Public,21k-30k
BSU05711,Student 5711,25,Female,2024,Bachelor of Elementary Education,General Education,1.67,No,General Skills,Tanauan,Yes,2.0,General Education Specialist,General Education Specialist,Healthcare,General Skills,Public,21k-30k
BSU06973,Student 6973,21,Female,2024,Bachelor of Industrial Technology,Electrical Technology,1.11,Yes,"Circuit Design, Wiring",Batangas City,Yes,2.0,Electrical Technology Specialist,Electrical Technology Specialist,Agriculture,"Circuit Design, Wiring",Private,31k-40k
BSU02757,Student 2757,23,Female,2024,Bachelor of Industrial Technology,Electronics Technology,1.8,No,"Microcontrollers, Soldering",Lemery,Yes,2.0,Electronics Technology Specialist,Electronics Technology Specialist,Government,"Microcontrollers, Soldering",Non-Profit,15k-20k
BSU06885,Student 6885,23,Female,2023,Bachelor of Secondary Education,English,1.83,Yes,"Literary Analysis, Editing",Batangas City,Yes,3.0,English Specialist,English Specialist,Law Enforcement,"Literary Analysis, Editing",Public,41k-50k
BSU05447,Student 5447,20,Male,2023,Bachelor of Science,Computer Science,1.0,Yes,"Algorithms, Machine Learning",Nasugbu,Yes,2.0,Computer Science Specialist,Computer Science Specialist,Education,"Algorithms, Machine Learning",Non-Profit,15k-20k
BSU02077,Student 2077,20,Male,2020,Bachelor of Science in Criminology,Criminology,1.07,No,"Crime Scene Investigation, Law Enforcement",Lipa,Yes,3.0,Criminology Specialist,Criminology Specialist,Healthcare,"Crime Scene Investigation, Law Enforcement",Private,31k-40k
BSU04104,Student 4104,21,Female,2020,Bachelor of Arts,English,1.48,Yes,"Editing, Writing",Nasugbu,No,,Unemployed,,,,,
BSU09560,Student 9560,20,Male,2022,Bachelor of Science in Nursing,Nursing,1.42,No,"First Aid, Patient Care",Tanauan,Yes,1.0,Nursing Specialist,Nursing Specialist,Education,"First Aid, Patient Care",Non-Profit,31k-40k
BSU07572,Student 7572,23,Male,2023,Bachelor of Arts,Filipino,1.98,No,"Translation, Teaching",Nasugbu,Yes,2.0,Filipino Specialist,Filipino Specialist,Law Enforcement,"Translation, Teaching",Public,31k-40k
BSU09467,Student 9467,23,Male,2021,Bachelor of Elementary Education,General Education,1.3,No,General Skills,Batangas City,Yes,1.0,General Education Specialist,General Education Specialist,Agriculture,General Skills,Public,21k-30k
BSU04895,Student 4895,20,Male,2021,Bachelor of Elementary Education,General Education,1.17,Yes,General Skills,Lemery,Yes,2.0,General Education Specialist,General Education Specialist,Media,General Skills,Non-Profit,41k-50k
BSU06693,Student 6693,21,Male,2023,Bachelor of Arts,Communication,1.71,No,"Public Speaking, Writing",Batangas City,No,,Unemployed,,,,,
BSU08055,Student 8055,21,Female,2022,Bachelor of Science in Agriculture,Agronomy,1.04,No,"Soil Analysis, Crop Management",Lipa,No,,Unemployed,,,,,
BSU05390,Student 5390,26,Male,2022,Bachelor of Science in Nursing,Nursing,1.96,Yes,"Vitals Monitoring, First Aid",Lemery,No,,Unemployed,,,,,
BSU09374,Student 9374,24,Male,2021,Bachelor of Industrial Technology,Electronics Technology,1.04,No,"Microcontrollers, Soldering",Lipa,Yes,2.0,Electronics Technology Specialist,Electronics Technology Specialist,IT,"Microcontrollers, Soldering",Public,15k-20k
BSU08022,Student 8022,23,Male,2023,Bachelor of Industrial Technology,Automotive Technology,1.9,Yes,"Engine Repair, Diagnostics",Batangas City,No,,Unemployed,,,,,
BSU08605,Student 8605,22,Male,2021,Bachelor of Industrial Technology,Electrical Technology,1.29,Yes,"Circuit Design, Wiring",Lemery,Yes,1.0,Electrical Technology Specialist,Electrical Technology Specialist,Education,"Circuit Design, Wiring",Private,21k-30k
BSU04481,Student 4481,26,Female,2020,Bachelor of Science in Criminology,Criminology,1.88,Yes,"Law Enforcement, Crime Scene Investigation",Lipa,No,,Unemployed,,,,,
BSU08327,Student 8327,22,Male,2021,Bachelor of Public Administration,Public Administration,1.51,No,"Budgeting, Governance",Tanauan,Yes,2.0,Public Administration Specialist,Public Administration Specialist,Law Enforcement,"Budgeting, Governance",Public,15k-20k
BSU04079,Student 4079,21,Male,2022,Bachelor of Science in Agriculture,Animal Science,1.7,No,"Feeding Management, Animal Care",Nasugbu,Yes,2.0,Animal Science Specialist,Animal Science Specialist,Law Enforcement,"Feeding Management, Animal Care",Public,21k-30k
BSU00641,Student 641,24,Male,2020,Bachelor of Arts,Political Science,1.27,No,"Public Speaking, Policy Analysis",Lipa,No,,Unemployed,,,,,
BSU01271,Student 1271,24,Female,2023,Bachelor of Elementary Education,General Education,1.04,Yes,General Skills,Batangas City,Yes,3.0,General Education Specialist,General Education Specialist,Agriculture,General Skills,Non-Profit,21k-30k
BSU02779,Student 2779,24,Male,2021,Bachelor of Industrial Technology,Electrical Technology,1.46,Yes,"Wiring, Circuit Design",Nasugbu,Yes,2.0,Electrical Technology Specialist,Electrical Technology Specialist,Media,"Wiring, Circuit Design",Public,21k-30k
BSU09498,Student 9498,22,Female,2023,Bachelor of Arts,Filipino,1.56,No,"Translation, Writing",Lemery,Yes,1.0,Filipino Specialist,Filipino Specialist,Education,"Translation, Writing",Non-Profit,31k-40k
BSU03862,Student 3862,20,Female,2020,Bachelor of Industrial Technology,Automotive Technology,1.48,No,"Diagnostics, Engine Repair",Tanauan,No,,Unemployed,,,,,
BSU03481,Student 3481,23,Female,2021,Bachelor of Science in Nursing,Nursing,1.34,Yes,"Patient Care, First Aid",Lipa,No,,Unemployed,,,,,
BSU01535,Student 1535,22,Female,2023,Bachelor of Science in Nursing,Nursing,1.32,Yes,"First Aid, Vitals Monitoring",Lemery,Yes,2.0,Nursing Specialist,Nursing Specialist,Government,"First Aid, Vitals Monitoring",Non-Profit,41k-50k
BSU00326,Student 326,22,Female,2024,Bachelor of Elementary Education,General Education,1.92,Yes,General Skills,Tanauan,No,,Unemployed,,,,,
BSU02339,Student 2339,21,Male,2024,Bachelor of Public Administration,Public Administration,1.08,Yes,"Budgeting, Governance",Batangas City,Yes,2.0,Public Administration Specialist,Public Administration Specialist,Law Enforcement,"Budgeting, Governance",Non-Profit,21k-30k
BSU03981,Student 3981,23,Female,2023,Bachelor of Science in Criminology,Criminology,1.62,No,"Law Enforcement, Crime Scene Investigation",Lemery,Yes,3.0,Criminology Specialist,Criminology Specialist,Law Enforcement,"Law Enforcement, Crime Scene Investigation",Public,15k-20k
BSU06878,Student 6878,22,Female,2023,Bachelor of Secondary Education,Social Studies,1.15,No,"History, Geography",Nasugbu,Yes,2.0,Social Studies Specialist,Social Studies Specialist,Law Enforcement,"History, Geography",Non-Profit,41k-50k
BSU04055,Student 4055,22,Female,2024,Bachelor of Public Administration,Public Administration,1.6,No,"Governance, Budgeting",Tanauan,No,,Unemployed,,,,,
BSU02238,Student 2238,24,Male,2022,Bachelor of Industrial Technology,Electrical Technology,1.95,No,"Wiring, Circuit Design",Nasugbu,Yes,2.0,Electrical Technology Specialist,Electrical Technology Specialist,Education,"Wiring, Circuit Design",Non-Profit,15k-20k
BSU07107,Student 7107,26,Female,2020,Bachelor of Arts,English,1.95,Yes,"Writing, Editing",Lipa,No,,Unemployed,,,,,
BSU09669,Student 9669,22,Male,2021,Bachelor of Secondary Education,Science,1.04,No,General Skills,Nasugbu,No,,Unemployed,,,,,
BSU04746,Student 4746,24,Male,2024,Bachelor of Science,Information Technology,1.79,Yes,"Python, HTML",Tanauan,Yes,2.0,Information Technology Specialist,Information Technology Specialist,Healthcare,"Python, HTML",Private,41k-50k
BSU00865,Student 865,21,Female,2024,Bachelor of Public Administration,Public Administration,1.48,No,"Budgeting, Governance",Nasugbu,Yes,3.0,Public Administration Specialist,Public Administration Specialist,Media,"Budgeting, Governance",Public,21k-30k
BSU06204,Student 6204,24,Female,2024,Bachelor of Public Administration,Public Administration,1.86,Yes,"Governance, Budgeting",Lipa,Yes,2.0,Public Administration Specialist,Public Administration Specialist,Healthcare,"Governance, Budgeting",Private,41k-50k
BSU05509,Student 5509,23,Male,2024,Bachelor of Science in Criminology,Criminology,1.43,Yes,"Law Enforcement, Crime Scene Investigation",Batangas City,Yes,2.0,Criminology Specialist,Criminology Specialist,Law Enforcement,"Law Enforcement, Crime Scene Investigation",Private,21k-30k
BSU07430,Student 7430,20,Male,2021,Bachelor of Science in Nursing,Nursing,1.54,Yes,"Vitals Monitoring, First Aid",Lemery,Yes,3.0,Nursing Specialist,Nursing Specialist,Agriculture,"Vitals Monitoring, First Aid",Private,31k-40k
BSU00372,Student 372,23,Female,2021,Bachelor of Science,Information Technology,1.41,No,"SQL, Java",Lipa,Yes,1.0,Information Technology Specialist,Information Technology Specialist,Healthcare,"SQL, Java",Public,21k-30k
BSU06297,Student 6297,24,Female,2022,Bachelor of Science,Information Technology,1.31,Yes,"Python, CSS",Lipa,Yes,3.0,Information Technology Specialist,Information Technology Specialist,Law Enforcement,"Python, CSS",Public,21k-30k
BSU05552,Student 5552,25,Male,2024,Bachelor of Public Administration,Public Administration,1.99,No,"Governance, Budgeting",Nasugbu,Yes,3.0,Public Administration Specialist,Public Administration Specialist,Healthcare,"Governance, Budgeting",Private,41k-50k
BSU05724,Student 5724,21,Female,2020,Bachelor of Industrial Technology,Automotive Technology,1.62,Yes,"Engine Repair, Diagnostics",Nasugbu,No,,Unemployed,,,,,
BSU05900,Student 5900,24,Female,2022,Bachelor of Science in Agriculture,Animal Science,1.92,No,"Animal Care, Feeding Management",Nasugbu,No,,Unemployed,,,,,
BSU09288,Student 9288,20,Male,2022,Bachelor of Public Administration,Public Administration,1.64,No,"Governance, Budgeting",Tanauan,Yes,3.0,Public Administration Specialist,Public Administration Specialist,Healthcare,"Governance, Budgeting",Public,31k-40k
BSU07872,Student 7872,24,Female,2023,Bachelor of Science in Criminology,Criminology,1.47,Yes,"Crime Scene Investigation, Law Enforcement",Lemery,Yes,2.0,Criminology Specialist,Criminology Specialist,Law Enforcement,"Crime Scene Investigation, Law Enforcement",Private,41k-50k
BSU02365,Student 2365,20,Female,2024,Bachelor of Science in Agriculture,Agronomy,1.95,Yes,"Crop Management, Soil Analysis",Lipa,No,,Unemployed,,,,,
BSU03214,Student 3214,26,Female,2023,Bachelor of Elementary Education,General Education,1.39,No,General Skills,Lemery,No,,Unemployed,,,,,
BSU00912,Student 912,26,Female,2022,Bachelor of Public Administration,Public Administration,1.51,Yes,"Governance, Budgeting",Tanauan,Yes,3.0,Public Administration Specialist,Public Administration Specialist,Agriculture,"Governance, Budgeting",Public,21k-30k
BSU09048,Student 9048,25,Female,2024,Bachelor of Public Administration,Public Administration,1.67,Yes,"Budgeting, Governance",Batangas City,Yes,3.0,Public Administration Specialist,Public Administration Specialist,Manufacturing,"Budgeting, Governance",Non-Profit,31k-40k
BSU09791,Student 9791,24,Female,2021,Bachelor of Arts,Political Science,1.32,No,"Research, Public Speaking",Batangas City,Yes,2.0,Political Science Specialist,Political Science Specialist,Government,"Research, Public Speaking",Public,15k-20k
BSU07290,Student 7290,22,Male,2023,Bachelor of Science,Physics,1.07,Yes,"Quantum Mechanics, Simulation",Lemery,Yes,2.0,Physics Specialist,Physics Specialist,Manufacturing,"Quantum Mechanics, Simulation",Private,41k-50k
BSU09959,Student 9959,25,Female,2024,Bachelor of Public Administration,Public Administration,1.19,No,"Governance, Budgeting",Lemery,Yes,1.0,Public Administration Specialist,Public Administration Specialist,Education,"Governance, Budgeting",Non-Profit,41k-50k
BSU06537,Student 6537,26,Male,2021,Bachelor of Elementary Education,General Education,1.08,No,General Skills,Tanauan,No,,Unemployed,,,,,
BSU09193,Student 9193,25,Male,2021,Bachelor of Science in Criminology,Criminology,1.24,Yes,"Crime Scene Investigation, Law Enforcement",Lemery,Yes,1.0,Criminology Specialist,Criminology Specialist,IT,"Crime Scene Investigation, Law Enforcement",Non-Profit,31k-40k
BSU01424,Student 1424,23,Female,2021,Bachelor of Science in Criminology,Criminology,1.88,Yes,"Crime Scene Investigation, Law Enforcement",Tanauan,No,,Unemployed,,,,,
BSU09808,Student 9808,24,Female,2020,Bachelor of Science,Biology,1.83,No,"Lab Techniques, PCR",Lipa,No,,Unemployed,,,,,
BSU00480,Student 480,24,Female,2023,Bachelor of Public Administration,Public Administration,1.05,Yes,"Budgeting, Governance",Batangas City,Yes,3.0,Public Administration Specialist,Public Administration Specialist,Government,"Budgeting, Governance",Non-Profit,31k-40k
BSU00663,Student 663,23,Male,2020,Bachelor of Arts,English,1.49,Yes,"Writing, Literary Analysis",Tanauan,No,,Unemployed,,,,,
BSU04477,Student 4477,20,Female,2020,Bachelor of Science in Agriculture,Agronomy,1.56,Yes,"Crop Management, Soil Analysis",Lemery,No,,Unemployed,,,,,
BSU08983,Student 8983,23,Female,2023,Bachelor of Industrial Technology,Electrical Technology,1.99,Yes,"Circuit Design, Wiring",Tanauan,No,,Unemployed,,,,,
BSU08078,Student 8078,22,Female,2023,Bachelor of Science in Agriculture,Animal Science,1.76,Yes,"Animal Care, Feeding Management",Tanauan,Yes,3.0,Animal Science Specialist,Animal Science Specialist,Education,"Animal Care, Feeding Management",Private,21k-30k
BSU02989,Student 2989,21,Male,2023,Bachelor of Science in Nursing,Nursing,1.69,Yes,"Vitals Monitoring, First Aid",Batangas City,Yes,1.0,Nursing Specialist,Nursing Specialist,Healthcare,"Vitals Monitoring, First Aid",Public,41k-50k
BSU01120,Student 1120,22,Male,2023,Bachelor of Elementary Education,General Education,1.88,Yes,General Skills,Tanauan,Yes,3.0,General Education Specialist,General Education Specialist,Healthcare,General Skills,Non-Profit,31k-40k
BSU02777,Student 2777,21,Male,2023,Bachelor of Science in Agriculture,Agronomy,1.49,No,"Crop Management, Soil Analysis",Lipa,No,,Unemployed,,,,,
BSU09836,Student 9836,25,Male,2022,Bachelor of Arts,Political Science,1.81,No,"Research, Public Speaking",Lipa,No,,Unemployed,,,,,
BSU05004,Student 5004,23,Female,2023,Bachelor of Secondary Education,Social Studies,1.48,Yes,"Geography, History",Lipa,Yes,2.0,Social Studies Specialist,Social Studies Specialist,Manufacturing,"Geography, History",Non-Profit,41k-50k
BSU06650,Student 6650,23,Male,2021,Bachelor of Science in Agriculture,Agronomy,1.76,No,"Crop Management, Soil Analysis",Nasugbu,No,,Unemployed,,,,,
BSU07255,Student 7255,23,Male,2022,Bachelor of Secondary Education,Mathematics,1.17,Yes,"Data Analysis, Statistics",Batangas City,Yes,2.0,Mathematics Specialist,Mathematics Specialist,Media,"Data Analysis, Statistics",Non-Profit,21k-30k
BSU04428,Student 4428,24,Female,2024,Bachelor of Science in Nursing,Nursing,1.56,No,"First Aid, Patient Care",Batangas City,No,,Unemployed,,,,,
BSU07432,Student 7432,26,Male,2020,Bachelor of Science in Criminology,Criminology,1.77,Yes,"Crime Scene Investigation, Law Enforcement",Nasugbu,Yes,3.0,Criminology Specialist,Criminology Specialist,IT,"Crime Scene Investigation, Law Enforcement",Private,15k-20k
BSU03982,Student 3982,26,Female,2022,Bachelor of Arts,Filipino,1.79,No,"Translation, Writing",Lemery,No,,Unemployed,,,,,
BSU06352,Student 6352,20,Male,2023,Bachelor of Arts,Filipino,1.81,Yes,"Writing, Teaching",Tanauan,Yes,3.0,Filipino Specialist,Filipino Specialist,IT,"Writing, Teaching",Public,15k-20k
BSU02894,Student 2894,26,Male,2022,Bachelor of Arts,Political Science,1.56,No,"Policy Analysis, Public Speaking",Nasugbu,Yes,2.0,Political Science Specialist,Political Science Specialist,Law Enforcement,"Policy Analysis, Public Speaking",Private,15k-20k
BSU02670,Student 2670,22,Male,2021,Bachelor of Science in Criminology,Criminology,1.67,Yes,"Crime Scene Investigation, Law Enforcement",Tanauan,Yes,1.0,Criminology Specialist,Criminology Specialist,Government,"Crime Scene Investigation, Law Enforcement",Private,21k-30k
BSU03978,Student 3978,26,Female,2024,Bachelor of Arts,Communication,1.82,Yes,"Writing, Editing",Batangas City,Yes,2.0,Communication Specialist,Communication Specialist,Education,"Writing, Editing",Private,21k-30k
BSU05260,Student 5260,23,Female,2024,Bachelor of Science,Physics,1.97,No,"Quantum Mechanics, Simulation",Lemery,No,,Unemployed,,,,,
BSU00280,Student 280,25,Male,2024,Bachelor of Arts,Political Science,1.18,No,"Policy Analysis, Public Speaking",Nasugbu,Yes,3.0,Political Science Specialist,Political Science Specialist,Media,"Policy Analysis, Public Speaking",Public,31k-40k
BSU06731,Student 6731,22,Male,2024,Bachelor of Science in Agriculture,Animal Science,1.06,No,"Feeding Management, Animal Care",Tanauan,No,,Unemployed,,,,,
BSU06105,Student 6105,21,Male,2022,Bachelor of Science,Biology,1.92,Yes,"Lab Techniques, PCR",Tanauan,No,,Unemployed,,,,,
BSU07021,Student 7021,22,Male,2023,Bachelor of Science in Nursing,Nursing,1.33,Yes,"Vitals Monitoring, First Aid",Tanauan,Yes,1.0,Nursing Specialist,Nursing Specialist,Government,"Vitals Monitoring, First Aid",Public,21k-30k
BSU01695,Student 1695,24,Male,2023,Bachelor of Public Administration,Public Administration,1.51,No,"Governance, Budgeting",Lemery,Yes,2.0,Public Administration Specialist,Public Administration Specialist,Healthcare,"Governance, Budgeting",Non-Profit,41k-50k
BSU08913,Student 8913,20,Female,2023,Bachelor of Arts,Political Science,1.77,Yes,"Policy Analysis, Research",Nasugbu,Yes,3.0,Political Science Specialist,Political Science Specialist,Government,"Policy Analysis, Research",Private,41k-50k
BSU03480,Student 3480,24,Male,2022,Bachelor of Science in Nursing,Nursing,1.54,Yes,"Patient Care, First Aid",Batangas City,Yes,2.0,Nursing Specialist,Nursing Specialist,Media,"Patient Care, First Aid",Public,15k-20k
BSU04417,Student 4417,24,Female,2022,Bachelor of Public Administration,Public Administration,1.93,No,"Governance, Budgeting",Batangas City,No,,Unemployed,,,,,
BSU07593,Student 7593,22,Male,2022,Bachelor of Industrial Technology,Electrical Technology,1.7,No,"Wiring, Circuit Design",Nasugbu,No,,Unemployed,,,,,
BSU06283,Student 6283,22,Female,2022,Bachelor of Science in Criminology,Criminology,1.57,No,"Crime Scene Investigation, Law Enforcement",Tanauan,Yes,2.0,Criminology Specialist,Criminology Specialist,Media,"Crime Scene Investigation, Law Enforcement",Public,21k-30k
BSU05604,Student 5604,20,Female,2024,Bachelor of Public Administration,Public Administration,1.66,Yes,"Budgeting, Governance",Lipa,Yes,2.0,Public Administration Specialist,Public Administration Specialist,Media,"Budgeting, Governance",Private,21k-30k
BSU08620,Student 8620,25,Female,2020,Bachelor of Science in Agriculture,Animal Science,1.39,Yes,"Feeding Management, Animal Care",Batangas City,Yes,3.0,Animal Science Specialist,Animal Science Specialist,Education,"Feeding Management, Animal Care",Public,21k-30k
BSU07781,Student 7781,24,Female,2023,Bachelor of Public Administration,Public Administration,1.12,No,"Governance, Budgeting",Nasugbu,No,,Unemployed,,,,,
BSU04297,Student 4297,26,Female,2023,Bachelor of Arts,Political Science,1.74,No,"Public Speaking, Research",Batangas City,Yes,2.0,Political Science Specialist,Political Science Specialist,Education,"Public Speaking, Research",Non-Profit,31k-40k
BSU04594,Student 4594,26,Male,2024,Bachelor of Science in Criminology,Criminology,1.5,Yes,"Law Enforcement, Crime Scene Investigation",Lemery,Yes,1.0,Criminology Specialist,Criminology Specialist,Education,"Law Enforcement, Crime Scene Investigation",Non-Profit,41k-50k
BSU04845,Student 4845,22,Male,2020,Bachelor of Public Administration,Public Administration,1.61,No,"Budgeting, Governance",Nasugbu,No,,Unemployed,,,,,
BSU02210,Student 2210,20,Female,2022,Bachelor of Science,Computer Science,1.06,No,"C++, Algorithms",Lemery,Yes,1.0,Computer Science Specialist,Computer Science Specialist,Agriculture,"C++, Algorithms",Non-Profit,31k-40k
BSU07606,Student 7606,23,Male,2021,Bachelor of Industrial Technology,Automotive Technology,1.09,No,"Engine Repair, Diagnostics",Lipa,No,,Unemployed,,,,,
BSU05502,Student 5502,25,Female,2020,Bachelor of Arts,Communication,1.83,Yes,"Editing, Public Speaking",Batangas City,Yes,1.0,Communication Specialist,Communication Specialist,Government,"Editing, Public Speaking",Private,15k-20k
BSU00185,Student 185,22,Female,2023,Bachelor of Secondary Education,Mathematics,1.74,No,"Data Analysis, Statistics",Lipa,Yes,2.0,Mathematics Specialist,Mathematics Specialist,Law Enforcement,"Data Analysis, Statistics",Private,41k-50k
BSU04801,Student 4801,23,Female,2022,Bachelor of Science in Nursing,Nursing,1.31,No,"Patient Care, First Aid",Tanauan,Yes,2.0,Nursing Specialist,Nursing Specialist,IT,"Patient Care, First Aid",Public,21k-30k
BSU04846,Student 4846,25,Male,2023,Bachelor of Secondary Education,Science,1.05,No,General Skills,Batangas City,Yes,2.0,Science Specialist,Science Specialist,Media,General Skills,Private,41k-50k
BSU02351,Student 2351,22,Female,2020,Bachelor of Elementary Education,General Education,1.72,Yes,General Skills,Tanauan,Yes,3.0,General Education Specialist,General Education Specialist,Agriculture,General Skills,Public,41k-50k
BSU00554,Student 554,24,Male,2022,Bachelor of Science in Agriculture,Animal Science,1.28,Yes,"Animal Care, Feeding Management",Tanauan,Yes,3.0,Animal Science Specialist,Animal Science Specialist,Education,"Animal Care, Feeding Management",Non-Profit,31k-40k
BSU01398,Student 1398,20,Female,2024,Bachelor of Elementary Education,General Education,1.37,No,General Skills,Lipa,Yes,3.0,General Education Specialist,General Education Specialist,IT,General Skills,Public,31k-40k
BSU01385,Student 1385,25,Female,2020,Bachelor of Industrial Technology,Electrical Technology,1.72,Yes,"Wiring, Circuit Design",Tanauan,No,,Unemployed,,,,,
BSU09183,Student 9183,21,Male,2020,Bachelor of Industrial Technology,Electronics Technology,1.36,Yes,"Soldering, Microcontrollers",Lipa,Yes,1.0,Electronics Technology Specialist,Electronics Technology Specialist,IT,"Soldering, Microcontrollers",Private,41k-50k
BSU09818,Student 9818,21,Female,2024,Bachelor of Science in Nursing,Nursing,1.81,Yes,"Vitals Monitoring, First Aid",Batangas City,Yes,1.0,Nursing Specialist,Nursing Specialist,Agriculture,"Vitals Monitoring, First Aid",Private,21k-30k
BSU00298,Student 298,20,Female,2022,Bachelor of Science in Nursing,Nursing,1.33,Yes,"Patient Care, Vitals Monitoring",Lipa,Yes,2.0,Nursing Specialist,Nursing Specialist,Manufacturing,"Patient Care, Vitals Monitoring",Non-Profit,31k-40k
BSU00444,Student 444,21,Male,2021,Bachelor of Arts,English,1.94,Yes,"Writing, Editing",Nasugbu,No,,Unemployed,,,,,
BSU07339,Student 7339,26,Female,2022,Bachelor of Science in Agriculture,Agronomy,1.25,Yes,"Soil Analysis, Crop Management",Nasugbu,Yes,2.0,Agronomy Specialist,Agronomy Specialist,Agriculture,"Soil Analysis, Crop Management",Public,15k-20k
BSU02078,Student 2078,21,Female,2023,Bachelor of Secondary Education,Social Studies,1.74,No,"Geography, History",Lipa,Yes,2.0,Social Studies Specialist,Social Studies Specialist,Healthcare,"Geography, History",Public,41k-50k
BSU07816,Student 7816,24,Male,2021,Bachelor of Science in Criminology,Criminology,1.5,Yes,"Law Enforcement, Crime Scene Investigation",Tanauan,Yes,2.0,Criminology Specialist,Criminology Specialist,Healthcare,"Law Enforcement, Crime Scene Investigation",Non-Profit,31k-40k
BSU02230,Student 2230,22,Female,2023,Bachelor of Arts,Political Science,1.23,Yes,"Research, Public Speaking",Nasugbu,Yes,1.0,Political Science Specialist,Political Science Specialist,Healthcare,"Research, Public Speaking",Private,21k-30k
